symbol,contractType,status,baseAsset,quoteAsset,onboardDate,onboardIso
ZECUSDC,PERPETUAL,TRADING,ZEC,USDC,1763548200000,2025-11-19T10:30:00.000Z
GAIBUSDT,PERPETUAL,PENDING_TRADING,GAIB,USDT,1763629200000,2025-11-20T09:00:00.000Z
BOBUSDT,PERPETUAL,SETTLING,BOB,USDT,1763721900000,2025-11-21T10:45:00.000Z
IRYSUSDT,PERPETUAL,TRADING,IRYS,USDT,1764172800000,2025-11-26T16:00:00.000Z
RLSUSDT,PERPETUAL,SETTLING,RLS,USDT,1764669600000,2025-12-02T10:00:00.000Z
POWERUSDT,PERPETUAL,TRADING,POWER,USDT,1765011600000,2025-12-06T09:00:00.000Z
WETUSDT,PERPETUAL,TRADING,WET,USDT,1765350000000,2025-12-10T07:00:00.000Z
NIGHTUSDT,PERPETUAL,TRADING,NIGHT,USDT,1765364400000,2025-12-10T11:00:00.000Z
XAUUSDT,TRADIFI_PERPETUAL,TRADING,XAU,USDT,1765440300000,2025-12-11T08:05:00.000Z
USUSDT,PERPETUAL,TRADING,US,USDT,1765536300000,2025-12-12T10:45:00.000Z
CYSUSDT,PERPETUAL,TRADING,CYS,USDT,1765537200000,2025-12-12T11:00:00.000Z
RAVEUSDT,PERPETUAL,TRADING,RAVE,USDT,1765726200000,2025-12-14T15:30:00.000Z
ZKPUSDT,PERPETUAL,TRADING,ZKP,USDT,1766311200000,2025-12-21T10:00:00.000Z
GUAUSDT,PERPETUAL,TRADING,GUA,USDT,1766312100000,2025-12-21T10:15:00.000Z
IRUSDT,PERPETUAL,SETTLING,IR,USDT,1766313000000,2025-12-21T10:30:00.000Z
LITUSDT,PERPETUAL,TRADING,LIT,USDT,1766511000000,2025-12-23T17:30:00.000Z
BREVUSDT,PERPETUAL,TRADING,BREV,USDT,1767091500000,2025-12-30T10:45:00.000Z
COLLECTUSDT,PERPETUAL,TRADING,COLLECT,USDT,1767186900000,2025-12-31T13:15:00.000Z
MAGMAUSDT,PERPETUAL,TRADING,MAGMA,USDT,1767187800000,2025-12-31T13:30:00.000Z
XAGUSDT,TRADIFI_PERPETUAL,TRADING,XAG,USDT,1767780000000,2026-01-07T10:00:00.000Z
ZAMAUSDT,PERPETUAL,TRADING,ZAMA,USDT,1767949200000,2026-01-09T09:00:00.000Z
FOGOUSDT,PERPETUAL,TRADING,FOGO,USDT,1768053600000,2026-01-10T14:00:00.000Z
FRAXUSDT,PERPETUAL,TRADING,FRAX,USDT,1768464000000,2026-01-15T08:00:00.000Z
SPORTFUNUSDT,PERPETUAL,TRADING,SPORTFUN,USDT,1768571100000,2026-01-16T13:45:00.000Z
AIAUSDT,PERPETUAL,TRADING,AIA,USDT,1768907700000,2026-01-20T11:15:00.000Z
ACUUSDT,PERPETUAL,TRADING,ACU,USDT,1768999500000,2026-01-21T12:45:00.000Z
我踏马来了USDT,PERPETUAL,TRADING,我踏马来了,USDT,1769005800000,2026-01-21T14:30:00.000Z
ELSAUSDT,PERPETUAL,TRADING,ELSA,USDT,1769066700000,2026-01-22T07:25:00.000Z
SKRUSDT,PERPETUAL,TRADING,SKR,USDT,1769078700000,2026-01-22T10:45:00.000Z
SPACEUSDT,PERPETUAL,TRADING,SPACE,USDT,1769168700000,2026-01-23T11:45:00.000Z
FIGHTUSDT,PERPETUAL,TRADING,FIGHT,USDT,1769170500000,2026-01-23T12:15:00.000Z
TSLAUSDT,TRADIFI_PERPETUAL,TRADING,TSLA,USDT,1769610600000,2026-01-28T14:30:00.000Z
BIRBUSDT,PERPETUAL,TRADING,BIRB,USDT,1769663700000,2026-01-29T05:15:00.000Z
GWEIUSDT,PERPETUAL,TRADING,GWEI,USDT,1769664600000,2026-01-29T05:30:00.000Z
XPTUSDT,TRADIFI_PERPETUAL,TRADING,XPT,USDT,1769767200000,2026-01-30T10:00:00.000Z
XPDUSDT,TRADIFI_PERPETUAL,TRADING,XPD,USDT,1769768100000,2026-01-30T10:15:00.000Z
MEGAUSDT,PERPETUAL,TRADING,MEGA,USDT,1769775300000,2026-01-30T12:15:00.000Z
INXUSDT,PERPETUAL,TRADING,INX,USDT,1769799600000,2026-01-30T19:00:00.000Z
INTCUSDT,TRADIFI_PERPETUAL,TRADING,INTC,USDT,1770042600000,2026-02-02T14:30:00.000Z
HOODUSDT,TRADIFI_PERPETUAL,TRADING,HOOD,USDT,1770043500000,2026-02-02T14:45:00.000Z
TRIAUSDT,PERPETUAL,TRADING,TRIA,USDT,1770380100000,2026-02-06T12:15:00.000Z
MSTRUSDT,TRADIFI_PERPETUAL,TRADING,MSTR,USDT,1770647400000,2026-02-09T14:30:00.000Z
AMZNUSDT,TRADIFI_PERPETUAL,TRADING,AMZN,USDT,1770648000000,2026-02-09T14:40:00.000Z
CRCLUSDT,TRADIFI_PERPETUAL,TRADING,CRCL,USDT,1770648600000,2026-02-09T14:50:00.000Z
COINUSDT,TRADIFI_PERPETUAL,TRADING,COIN,USDT,1770649200000,2026-02-09T15:00:00.000Z
PLTRUSDT,TRADIFI_PERPETUAL,TRADING,PLTR,USDT,1770649800000,2026-02-09T15:10:00.000Z
ESPUSDT,PERPETUAL,TRADING,ESP,USDT,1770711000000,2026-02-10T08:10:00.000Z
AZTECUSDT,PERPETUAL,TRADING,AZTEC,USDT,1770784200000,2026-02-11T04:30:00.000Z
OPNUSDT,PERPETUAL,TRADING,OPN,USDT,1771686000000,2026-02-21T15:00:00.000Z
ROBOUSDT,PERPETUAL,TRADING,ROBO,USDT,1772181900000,2026-02-27T08:45:00.000Z
KATUSDT,PERPETUAL,TRADING,KAT,USDT,1772427600000,2026-03-02T05:00:00.000Z
MANTRAUSDT,PERPETUAL,TRADING,MANTRA,USDT,1772611200000,2026-03-04T08:00:00.000Z
COPPERUSDT,TRADIFI_PERPETUAL,TRADING,COPPER,USDT,1772787600000,2026-03-06T09:00:00.000Z
龙虾USDT,PERPETUAL,TRADING,龙虾,USDT,1773228600000,2026-03-11T11:30:00.000Z
CFGUSDT,PERPETUAL,TRADING,CFG,USDT,1773666000000,2026-03-16T13:00:00.000Z
EWYUSDT,TRADIFI_PERPETUAL,TRADING,EWY,USDT,1773667800000,2026-03-16T13:30:00.000Z
EWJUSDT,TRADIFI_PERPETUAL,TRADING,EWJ,USDT,1773927000000,2026-03-19T13:30:00.000Z
EDGEUSDT,PERPETUAL,TRADING,EDGE,USDT,1773928800000,2026-03-19T14:00:00.000Z
PAYPUSDT,TRADIFI_PERPETUAL,TRADING,PAYP,USDT,1774276200000,2026-03-23T14:30:00.000Z
BSBUSDT,PERPETUAL,TRADING,BSB,USDT,1774439100000,2026-03-25T11:45:00.000Z
XAUTUSDT,PERPETUAL,TRADING,XAUT,USDT,1774533600000,2026-03-26T14:00:00.000Z
METAUSDT,TRADIFI_PERPETUAL,TRADING,META,USDT,1774535400000,2026-03-26T14:30:00.000Z
NVDAUSDT,TRADIFI_PERPETUAL,TRADING,NVDA,USDT,1774536000000,2026-03-26T14:40:00.000Z
GOOGLUSDT,TRADIFI_PERPETUAL,TRADING,GOOGL,USDT,1774536600000,2026-03-26T14:50:00.000Z
BASEDUSDT,PERPETUAL,TRADING,BASED,USDT,1774864800000,2026-03-30T10:00:00.000Z
CLUSDT,TRADIFI_PERPETUAL,TRADING,CL,USDT,1775034000000,2026-04-01T09:00:00.000Z
BZUSDT,TRADIFI_PERPETUAL,TRADING,BZ,USDT,1775034600000,2026-04-01T09:10:00.000Z
NATGASUSDT,TRADIFI_PERPETUAL,TRADING,NATGAS,USDT,1775035200000,2026-04-01T09:20:00.000Z
PRLUSDT,PERPETUAL,TRADING,PRL,USDT,1775039400000,2026-04-01T10:30:00.000Z
QQQUSDT,TRADIFI_PERPETUAL,TRADING,QQQ,USDT,1775482200000,2026-04-06T13:30:00.000Z
SPYUSDT,TRADIFI_PERPETUAL,TRADING,SPY,USDT,1775482800000,2026-04-06T13:40:00.000Z
AAPLUSDT,TRADIFI_PERPETUAL,TRADING,AAPL,USDT,1775483400000,2026-04-06T13:50:00.000Z
TSMUSDT,TRADIFI_PERPETUAL,TRADING,TSM,USDT,1775484000000,2026-04-06T14:00:00.000Z
MUUSDT,TRADIFI_PERPETUAL,TRADING,MU,USDT,1775568600000,2026-04-07T13:30:00.000Z
SNDKUSDT,TRADIFI_PERPETUAL,TRADING,SNDK,USDT,1775569200000,2026-04-07T13:40:00.000Z
GENIUSUSDT,PERPETUAL,TRADING,GENIUS,USDT,1776310200000,2026-04-16T03:30:00.000Z
CHIPUSDT,PERPETUAL,TRADING,CHIP,USDT,1776323700000,2026-04-16T07:15:00.000Z
MSFTUSDT,TRADIFI_PERPETUAL,TRADING,MSFT,USDT,1776691800000,2026-04-20T13:30:00.000Z
AVGOUSDT,TRADIFI_PERPETUAL,TRADING,AVGO,USDT,1776692400000,2026-04-20T13:40:00.000Z
BABAUSDT,TRADIFI_PERPETUAL,TRADING,BABA,USDT,1776693000000,2026-04-20T13:50:00.000Z
OPGUSDT,PERPETUAL,TRADING,OPG,USDT,1776871800000,2026-04-22T15:30:00.000Z
AIGENSYNUSDT,PERPETUAL,TRADING,AIGENSYN,USDT,1777472100000,2026-04-29T14:15:00.000Z
AMDUSDT,TRADIFI_PERPETUAL,TRADING,AMD,USDT,1778074200000,2026-05-06T13:30:00.000Z
QCOMUSDT,TRADIFI_PERPETUAL,TRADING,QCOM,USDT,1778074500000,2026-05-06T13:35:00.000Z
USARUSDT,TRADIFI_PERPETUAL,TRADING,USAR,USDT,1778074800000,2026-05-06T13:40:00.000Z
BILLUSDT,PERPETUAL,TRADING,BILL,USDT,1778141700000,2026-05-07T08:15:00.000Z
PHAROSUSDT,PERPETUAL,TRADING,PHAROS,USDT,1778735700000,2026-05-14T05:15:00.000Z
STARUSDT,PERPETUAL,TRADING,STAR,USDT,1778736600000,2026-05-14T05:30:00.000Z
LITEUSDT,TRADIFI_PERPETUAL,TRADING,LITE,USDT,1778851800000,2026-05-15T13:30:00.000Z
ORCLUSDT,TRADIFI_PERPETUAL,TRADING,ORCL,USDT,1778852100000,2026-05-15T13:35:00.000Z
DISUSDT,TRADIFI_PERPETUAL,TRADING,DIS,USDT,1778852400000,2026-05-15T13:40:00.000Z
UBERUSDT,TRADIFI_PERPETUAL,TRADING,UBER,USDT,1778852700000,2026-05-15T13:45:00.000Z
CSCOUSDT,TRADIFI_PERPETUAL,TRADING,CSCO,USDT,1778853000000,2026-05-15T13:50:00.000Z
HDUSDT,TRADIFI_PERPETUAL,TRADING,HD,USDT,1778853300000,2026-05-15T13:55:00.000Z
SOXLUSDT,TRADIFI_PERPETUAL,TRADING,SOXL,USDT,1778853600000,2026-05-15T14:00:00.000Z
MRVLUSDT,TRADIFI_PERPETUAL,TRADING,MRVL,USDT,1778853900000,2026-05-15T14:05:00.000Z
BTCUSD1,PERPETUAL,TRADING,BTC,USD1,1779094800000,2026-05-18T09:00:00.000Z
CRWVUSDT,TRADIFI_PERPETUAL,TRADING,CRWV,USDT,1779111000000,2026-05-18T13:30:00.000Z
WMTUSDT,TRADIFI_PERPETUAL,TRADING,WMT,USDT,1779111300000,2026-05-18T13:35:00.000Z
JPMUSDT,TRADIFI_PERPETUAL,TRADING,JPM,USDT,1779111600000,2026-05-18T13:40:00.000Z
VUSDT,TRADIFI_PERPETUAL,TRADING,V,USDT,1779111900000,2026-05-18T13:45:00.000Z
BRKBUSDT,TRADIFI_PERPETUAL,TRADING,BRKB,USDT,1779112200000,2026-05-18T13:50:00.000Z
FLNCUSDT,TRADIFI_PERPETUAL,TRADING,FLNC,USDT,1779112500000,2026-05-18T13:55:00.000Z
DRAMUSDT,TRADIFI_PERPETUAL,TRADING,DRAM,USDT,1779112800000,2026-05-18T14:00:00.000Z
RKLBUSDT,TRADIFI_PERPETUAL,TRADING,RKLB,USDT,1779113100000,2026-05-18T14:05:00.000Z
CBRSUSDT,TRADIFI_PERPETUAL,TRADING,CBRS,USDT,1779183000000,2026-05-19T09:30:00.000Z
SPCXUSDT,TRADIFI_PERPETUAL,TRADING,SPCX,USDT,1779338700000,2026-05-21T04:45:00.000Z
OPENAIUSDT,TRADIFI_PERPETUAL,TRADING,OPENAI,USDT,1779784200000,2026-05-26T08:30:00.000Z
NBISUSDT,TRADIFI_PERPETUAL,TRADING,NBIS,USDT,1779802200000,2026-05-26T13:30:00.000Z
WDCUSDT,TRADIFI_PERPETUAL,TRADING,WDC,USDT,1779802500000,2026-05-26T13:35:00.000Z
ARMUSDT,TRADIFI_PERPETUAL,TRADING,ARM,USDT,1779802800000,2026-05-26T13:40:00.000Z
BEUSDT,TRADIFI_PERPETUAL,TRADING,BE,USDT,1779803100000,2026-05-26T13:45:00.000Z
COHRUSDT,TRADIFI_PERPETUAL,TRADING,COHR,USDT,1779803400000,2026-05-26T13:50:00.000Z
CTRUSDT,PERPETUAL,TRADING,CTR,USDT,1779960600000,2026-05-28T09:30:00.000Z
QNTXUSDT,TRADIFI_PERPETUAL,TRADING,QNTX,USDT,1780042500000,2026-05-29T08:15:00.000Z
SLXUSDT,PERPETUAL,TRADING,SLX,USDT,1780299000000,2026-06-01T07:30:00.000Z
LLYUSDT,TRADIFI_PERPETUAL,TRADING,LLY,USDT,1780320600000,2026-06-01T13:30:00.000Z
NVOUSDT,TRADIFI_PERPETUAL,TRADING,NVO,USDT,1780320900000,2026-06-01T13:35:00.000Z
BBXUSDT,TRADIFI_PERPETUAL,TRADING,BBX,USDT,1780321200000,2026-06-01T13:40:00.000Z
NOKUSDT,TRADIFI_PERPETUAL,TRADING,NOK,USDT,1780321500000,2026-06-01T13:45:00.000Z
EWTUSDT,TRADIFI_PERPETUAL,TRADING,EWT,USDT,1780321800000,2026-06-01T13:50:00.000Z
ASTSUSDT,TRADIFI_PERPETUAL,TRADING,ASTS,USDT,1780322100000,2026-06-01T13:55:00.000Z
SKHYNIXUSDT,TRADIFI_PERPETUAL,TRADING,SKHYNIX,USDT,1780369200000,2026-06-02T03:00:00.000Z
SAMSUNGUSDT,TRADIFI_PERPETUAL,TRADING,SAMSUNG,USDT,1780369800000,2026-06-02T03:10:00.000Z
HYUNDAIUSDT,TRADIFI_PERPETUAL,TRADING,HYUNDAI,USDT,1780370400000,2026-06-02T03:20:00.000Z
ANTHROPICUSDT,TRADIFI_PERPETUAL,TRADING,ANTHROPIC,USDT,1780374600000,2026-06-02T04:30:00.000Z
DELLUSDT,TRADIFI_PERPETUAL,TRADING,DELL,USDT,1780477200000,2026-06-03T09:00:00.000Z
IBMUSDT,TRADIFI_PERPETUAL,TRADING,IBM,USDT,1780477500000,2026-06-03T09:05:00.000Z
NOWUSDT,TRADIFI_PERPETUAL,TRADING,NOW,USDT,1780477800000,2026-06-03T09:10:00.000Z
CRMUSDT,TRADIFI_PERPETUAL,TRADING,CRM,USDT,1780478100000,2026-06-03T09:15:00.000Z
IRENUSDT,TRADIFI_PERPETUAL,TRADING,IREN,USDT,1780478400000,2026-06-03T09:20:00.000Z
ONDSUSDT,TRADIFI_PERPETUAL,TRADING,ONDS,USDT,1780478700000,2026-06-03T09:25:00.000Z
ZESTUSDT,PERPETUAL,TRADING,ZEST,USDT,1780581600000,2026-06-04T14:00:00.000Z
BTWUSDT,PERPETUAL,TRADING,BTW,USDT,1780582500000,2026-06-04T14:15:00.000Z
BXUSDT,TRADIFI_PERPETUAL,TRADING,BX,USDT,1780909200000,2026-06-08T09:00:00.000Z
HPEUSDT,TRADIFI_PERPETUAL,TRADING,HPE,USDT,1780909500000,2026-06-08T09:05:00.000Z
AMATUSDT,TRADIFI_PERPETUAL,TRADING,AMAT,USDT,1780909800000,2026-06-08T09:10:00.000Z
CRWDUSDT,TRADIFI_PERPETUAL,TRADING,CRWD,USDT,1780910100000,2026-06-08T09:15:00.000Z
CRDOUSDT,TRADIFI_PERPETUAL,TRADING,CRDO,USDT,1780910400000,2026-06-08T09:20:00.000Z
AAOIUSDT,TRADIFI_PERPETUAL,TRADING,AAOI,USDT,1780910700000,2026-06-08T09:25:00.000Z
IWMUSDT,TRADIFI_PERPETUAL,TRADING,IWM,USDT,1780911000000,2026-06-08T09:30:00.000Z
AXTIUSDT,TRADIFI_PERPETUAL,TRADING,AXTI,USDT,1780911300000,2026-06-08T09:35:00.000Z
NFLXUSDT,TRADIFI_PERPETUAL,TRADING,NFLX,USDT,1780995600000,2026-06-09T09:00:00.000Z
COSTUSDT,TRADIFI_PERPETUAL,TRADING,COST,USDT,1780995900000,2026-06-09T09:05:00.000Z
URNMUSDT,TRADIFI_PERPETUAL,TRADING,URNM,USDT,1780996200000,2026-06-09T09:10:00.000Z
HIMSUSDT,TRADIFI_PERPETUAL,TRADING,HIMS,USDT,1780996500000,2026-06-09T09:15:00.000Z
EBAYUSDT,TRADIFI_PERPETUAL,TRADING,EBAY,USDT,1780996800000,2026-06-09T09:20:00.000Z
ZMUSDT,TRADIFI_PERPETUAL,TRADING,ZM,USDT,1781082000000,2026-06-10T09:00:00.000Z
DKNGUSDT,TRADIFI_PERPETUAL,TRADING,DKNG,USDT,1781082300000,2026-06-10T09:05:00.000Z
RIVNUSDT,TRADIFI_PERPETUAL,TRADING,RIVN,USDT,1781082600000,2026-06-10T09:10:00.000Z
GMEUSDT,TRADIFI_PERPETUAL,TRADING,GME,USDT,1781082900000,2026-06-10T09:15:00.000Z
XLEUSDT,TRADIFI_PERPETUAL,TRADING,XLE,USDT,1781083200000,2026-06-10T09:20:00.000Z
EWZUSDT,TRADIFI_PERPETUAL,TRADING,EWZ,USDT,1781083500000,2026-06-10T09:25:00.000Z
BMNRUSDT,TRADIFI_PERPETUAL,TRADING,BMNR,USDT,1781169300000,2026-06-11T09:15:00.000Z
UVXYUSDT,TRADIFI_PERPETUAL,TRADING,UVXY,USDT,1781169600000,2026-06-11T09:20:00.000Z
ADBEUSDT,TRADIFI_PERPETUAL,TRADING,ADBE,USDT,1781169900000,2026-06-11T09:25:00.000Z
GLWUSDT,TRADIFI_PERPETUAL,TRADING,GLW,USDT,1781170200000,2026-06-11T09:30:00.000Z
STXXUSDT,TRADIFI_PERPETUAL,TRADING,STXX,USDT,1781170500000,2026-06-11T09:35:00.000Z
ASMLUSDT,TRADIFI_PERPETUAL,TRADING,ASML,USDT,1781170800000,2026-06-11T09:40:00.000Z
REUSDT,PERPETUAL,TRADING,RE,USDT,1781791200000,2026-06-18T14:00:00.000Z
LRCXUSDT,TRADIFI_PERPETUAL,TRADING,LRCX,USDT,1782135000000,2026-06-22T13:30:00.000Z
KLACUSDT,TRADIFI_PERPETUAL,TRADING,KLAC,USDT,1782135300000,2026-06-22T13:35:00.000Z
ALABUSDT,TRADIFI_PERPETUAL,TRADING,ALAB,USDT,1782135600000,2026-06-22T13:40:00.000Z
SMCIUSDT,TRADIFI_PERPETUAL,TRADING,SMCI,USDT,1782135900000,2026-06-22T13:45:00.000Z
CIENUSDT,TRADIFI_PERPETUAL,TRADING,CIEN,USDT,1782136200000,2026-06-22T13:50:00.000Z
KORUUSDT,TRADIFI_PERPETUAL,TRADING,KORU,USDT,1782136500000,2026-06-22T13:55:00.000Z
SONYUSDT,TRADIFI_PERPETUAL,TRADING,SONY,USDT,1782136800000,2026-06-22T14:00:00.000Z
ARXUSDT,PERPETUAL,TRADING,ARX,USDT,1782189900000,2026-06-23T04:45:00.000Z
OUSDT,PERPETUAL,TRADING,O,USDT,1782301500000,2026-06-24T11:45:00.000Z
CAPUSDT,PERPETUAL,TRADING,CAP,USDT,1782560700000,2026-06-27T11:45:00.000Z
MVLLUSDT,TRADIFI_PERPETUAL,TRADING,MVLL,USDT,1782740100000,2026-06-29T13:35:00.000Z
TQQQUSDT,TRADIFI_PERPETUAL,TRADING,TQQQ,USDT,1782740400000,2026-06-29T13:40:00.000Z
SQQQUSDT,TRADIFI_PERPETUAL,TRADING,SQQQ,USDT,1782740700000,2026-06-29T13:45:00.000Z
BTCU,PERPETUAL,TRADING,BTC,U,1782896400000,2026-07-01T09:00:00.000Z
ETHU,PERPETUAL,TRADING,ETH,U,1782900000000,2026-07-01T10:00:00.000Z
GRAMUSDT,PERPETUAL,TRADING,GRAM,USDT,1782979200000,2026-07-02T08:00:00.000Z
STRCUSDT,TRADIFI_PERPETUAL,TRADING,STRC,USDT,1782983700000,2026-07-02T09:15:00.000Z
CATUSDT,TRADIFI_PERPETUAL,TRADING,CAT,USDT,1782984000000,2026-07-02T09:20:00.000Z
TXNUSDT,TRADIFI_PERPETUAL,TRADING,TXN,USDT,1782984300000,2026-07-02T09:25:00.000Z
FLEXUSDT,TRADIFI_PERPETUAL,TRADING,FLEX,USDT,1782984600000,2026-07-02T09:30:00.000Z
TERUSDT,TRADIFI_PERPETUAL,TRADING,TER,USDT,1782984900000,2026-07-02T09:35:00.000Z
TTWOUSDT,TRADIFI_PERPETUAL,TRADING,TTWO,USDT,1782985200000,2026-07-02T09:40:00.000Z
KSTRUSDT,TRADIFI_PERPETUAL,TRADING,KSTR,USDT,1782985500000,2026-07-02T09:45:00.000Z
BSPUSDT,TRADIFI_PERPETUAL,TRADING,BSP,USDT,1782985800000,2026-07-02T09:50:00.000Z
DATAIPUSDT,PERPETUAL,TRADING,DATAIP,USDT,1783061100000,2026-07-03T06:45:00.000Z
DATAIPUSDC,PERPETUAL,TRADING,DATAIP,USDC,1783061400000,2026-07-03T06:50:00.000Z
ETHUSD1,PERPETUAL,TRADING,ETH,USD1,1783069200000,2026-07-03T09:00:00.000Z
BOTUSDT,TRADIFI_PERPETUAL,TRADING,BOT,USDT,1783605600000,2026-07-09T14:00:00.000Z
WENUSDT,TRADIFI_PERPETUAL,TRADING,WEN,USDT,1783605900000,2026-07-09T14:05:00.000Z
INTWUSDT,TRADIFI_PERPETUAL,TRADING,INTW,USDT,1783606200000,2026-07-09T14:10:00.000Z
SNXXUSDT,TRADIFI_PERPETUAL,TRADING,SNXX,USDT,1783606500000,2026-07-09T14:15:00.000Z
XBIUSDT,TRADIFI_PERPETUAL,TRADING,XBI,USDT,1783606800000,2026-07-09T14:20:00.000Z
BNCUSDT,TRADIFI_PERPETUAL,TRADING,BNC,USDT,1783607100000,2026-07-09T14:25:00.000Z
FWDIUSDT,TRADIFI_PERPETUAL,TRADING,FWDI,USDT,1783607400000,2026-07-09T14:30:00.000Z
GEVUSDT,TRADIFI_PERPETUAL,TRADING,GEV,USDT,1783672200000,2026-07-10T08:30:00.000Z
VRTUSDT,TRADIFI_PERPETUAL,TRADING,VRT,USDT,1783672500000,2026-07-10T08:35:00.000Z
SNOWUSDT,TRADIFI_PERPETUAL,TRADING,SNOW,USDT,1783672800000,2026-07-10T08:40:00.000Z
APPUSDT,TRADIFI_PERPETUAL,TRADING,APP,USDT,1783673100000,2026-07-10T08:45:00.000Z
SKHYUSDT,TRADIFI_PERPETUAL,TRADING,SKHY,USDT,1783698600000,2026-07-10T15:50:00.000Z